
	
43.0664062	6.70640767
86.1328125	6.58267895
129.199219	6.46333692
172.265625	6.36591868
215.332031	6.29035737
258.398438	6.35154439
301.464844	6.95951849
344.53125	7.52106116
387.597656	7.49813221
430.664062	7.42456534
473.730469	7.31044313
516.796875	7.19399341
559.863281	7.08272444
602.929688	6.9742865
645.996094	6.87150345
689.0625	6.76819689
732.128906	6.66837123
775.195312	6.5779618
818.261719	6.50949506
861.328125	6.4675794
904.394531	6.71540395
947.460938	7.1367529
990.527344	7.22870954
1033.59375	7.16272755
1076.66016	7.0785642
1119.72656	6.98920845
1162.79297	6.9021686
1205.85938	6.81701674
1248.92578	6.73624148
1291.99219	6.65614164
1335.05859	6.57493147
1378.125	6.497213
1421.19141	6.43214012
1464.25781	6.37648897
1507.32422	6.39818955
1550.39062	6.56301539
1593.45703	6.64477584
1636.52344	6.58244525
1679.58984	6.51822023
1722.65625	6.44674854
1765.72266	6.37740446
1808.78906	6.30997512
1851.85547	6.24441479
1894.92188	6.17870066
1937.98828	6.11464406
1981.05469	6.05248664
2024.12109	5.99367304
2067.1875	5.94236405
2110.25391	5.90968026
2153.32031	5.97720772
2196.38672	6.05792649
2239.45312	6.08764951
2282.51953	6.10297353
2325.58594	6.10653684
2368.65234	6.10842062
2411.71875	6.10983993
2454.78516	6.11235663
2497.85156	6.11469212
2540.91797	6.11508178
2583.98438	6.11534865
2627.05078	6.11580454
2670.11719	6.12182851
2713.18359	6.12846863
2756.25	6.08589053
2799.31641	5.80345966
2842.38281	5.52079226
2885.44922	5.48819721
2928.51562	5.48405376
2971.58203	5.4849175
3014.64844	5.48435345
3057.71484	5.48519471
3100.78125	5.48721281
3143.84766	5.48749387
3186.91406	5.48806483
3229.98047	5.48791619
3273.04688	5.48813971
3316.11328	5.4876889
3359.17969	5.46348219
3402.24609	5.09993037
3445.3125	4.54753277
3488.37891	4.35978569
3531.44531	4.33291221
3574.51172	4.32719867
3617.57812	4.324142
3660.64453	4.32348119
3703.71094	4.32245226
3746.77734	4.32228217
3789.84375	4.32111428
3832.91016	4.32078076
3875.97656	4.32162593
3919.04297	4.315219
3962.10938	4.30708542
4005.17578	4.10685478
4048.24219	3.62883504
4091.30859	3.34506255
4134.375	3.33360952
4177.44141	3.31917945
4220.50781	3.31642863
4263.57422	3.31574677
4306.64062	3.31301911
4349.70703	3.31150734
4392.77344	3.31131872
4435.83984	3.3094397
4478.90625	3.30745112
4521.97266	3.29918288
4565.03906	3.28342419
4608.10547	3.20271509
4651.17188	2.82559292
4694.23828	2.44920339
4737.30469	2.39153705
4780.37109	2.36325252
4823.4375	2.35985182
4866.50391	2.35936245
4909.57031	2.35772103
4952.63672	2.35686586
4995.70312	2.35475979
5038.76953	2.35491064
5081.83594	2.35440118
5124.90234	2.35076596
5167.96875	2.33541078
5211.03516	2.30560794
5254.10156	2.08363612
5297.16797	1.73115423
5340.23438	1.59640021
5383.30078	1.57499837
5426.36719	1.56706355
5469.43359	1.56470449
5512.5	1.56204238
5555.56641	1.55957372
5598.63281	1.55563153
5641.69922	1.55277483
5684.76562	1.55210336
5727.83203	1.5502296
5770.89844	1.54044656
5813.96484	1.52499281
5857.03125	1.44941868
5900.09766	1.2541204
5943.16406	1.12136965
5986.23047	1.11115974
6029.29688	1.10297891
6072.36328	1.10223294
6115.42969	1.10100469
6158.49609	1.09930996
6201.5625	1.09729106
6244.62891	1.09668401
6287.69531	1.09592772
6330.76172	1.09465873
6373.82812	1.09208526
6416.89453	1.08437949
6459.96094	1.06131462
6503.02734	0.943501236
6546.09375	0.808101391
6589.16016	0.779791922
6632.22656	0.765479151
6675.29297	0.7621074
6718.35938	0.760263783
6761.42578	0.758682935
6804.49219	0.755994574
6847.55859	0.753617449
6890.625	0.752659557
6933.69141	0.752131409
6976.75781	0.750408048
7019.82422	0.742454304
7062.89062	0.729070424
7105.95703	0.670127235
7149.02344	0.562385929
7192.08984	0.513664714
7235.15625	0.502180971
7278.22266	0.495398494
7321.28906	0.49338558
7364.35547	0.491986103
7407.42188	0.490696969
7450.48828	0.488573012
7493.55469	0.487194328
7536.62109	0.485584271
7579.6875	0.485026452
7622.75391	0.481405139
7665.82031	0.473186719
7708.88672	0.449562853
7751.95312	0.381315489
7795.01953	0.327806431
7838.08594	0.321359746
7881.15234	0.315796141
7924.21875	0.314854706
7967.28516	0.314995862
8010.35156	0.314711005
8053.41797	0.314419588
8096.48438	0.312950284
8139.55078	0.311768418
8182.61719	0.311222396
8225.68359	0.310104541
8268.75	0.305670925
8311.81641	0.298979562
8354.88281	0.271902044
8397.94922	0.235837788
8441.01562	0.225938742
8484.08203	0.220570859
8527.14844	0.218628253
8570.21484	0.21829155
8613.28125	0.217749102
8656.34766	0.217666181
8699.41406	0.217672105
8742.48047	0.217377037
8785.54688	0.21685583
8828.61328	0.216439029
8871.67969	0.213348301
8914.74609	0.208093235
8957.8125	0.194181905
9000.87891	0.16717407
9043.94531	0.152511593
9087.01172	0.14981585
9130.07812	0.14773589
9173.14453	0.146647478
9216.21094	0.14641806
9259.27734	0.146375683
9302.34375	0.145962837
9345.41016	0.145302948
9388.47656	0.144699681
9431.54297	0.144674416
9474.60938	0.143855668
9517.67578	0.14185616
9560.74219	0.137401461
9603.80859	0.122708462
9646.875	0.108770354
9689.94141	0.10710269
9733.00781	0.105556219
9776.07422	0.105320795
9819.14062	0.105147233
9862.20703	0.105209704
9905.27344	0.10524091
9948.33984	0.10497599
9991.40625	0.104813351
10034.4727	0.105047092
10077.5391	0.105463273
10120.6055	0.105309683
10163.6719	0.104426194
10206.7383	0.10016891
10249.8047	0.0927783622
10292.8711	0.0904499174
10335.9375	0.0894317431
10379.0039	0.0892563489
10422.0703	0.0895174541
10465.1367	0.0896710521
10508.2031	0.0898476567
10551.2695	0.0899284482
10594.3359	0.089973937
10637.4023	0.0900405195
10680.4688	0.0901547674
10723.5352	0.0896734308
10766.6016	0.0882748547
10809.668	0.0853550529
10852.7344	0.0787158363
10895.8008	0.0746251441
10938.8672	0.0733805335
10981.9336	0.072435054
11025	0.0722738356
11068.0664	0.0723472721
11111.1328	0.0724033268
11154.1992	0.0724353937
11197.2656	0.0724112191
11240.332	0.072353879
11283.3984	0.0721157028
11326.4648	0.0714647757
11369.5312	0.0696806976
11412.5977	0.0676012563
11455.6641	0.0633405606
11498.7305	0.0587360994
11541.7969	0.0576686555
11584.8633	0.0568670179
