
	
43.0664062	0.0342101688
86.1328125	0.0543199844
129.199219	0.252144944
172.265625	0.945932665
215.332031	1.6307113
258.398438	2.01023453
301.464844	2.43735898
344.53125	2.96200624
387.597656	3.61884366
430.664062	4.43896181
473.730469	5.45675988
516.796875	6.78531195
559.863281	8.4012475
602.929688	9.8402926
645.996094	9.56771806
689.0625	7.92536274
732.128906	6.4856093
775.195312	5.83412335
818.261719	5.81020384
861.328125	5.6778132
904.394531	5.65966117
947.460938	5.89491158
990.527344	6.41028015
1033.59375	7.13627302
1076.66016	7.93456419
1119.72656	9.27797324
1162.79297	11.4250916
1205.85938	13.9057218
1248.92578	14.6580387
1291.99219	12.7639408
1335.05859	10.4312509
1378.125	8.72786015
1421.19141	7.8631809
1464.25781	7.21587256
1507.32422	6.63347835
1550.39062	6.37528157
1593.45703	6.40822217
1636.52344	6.7055161
1679.58984	6.93603623
1722.65625	7.44093107
1765.72266	8.85510618
1808.78906	10.8487455
1851.85547	12.1332822
1894.92188	11.161063
1937.98828	9.12520958
1981.05469	7.55466946
2024.12109	6.70823118
2067.1875	6.26726944
2110.25391	5.79814308
2153.32031	5.57847623
2196.38672	5.59076434
2239.45312	5.87293711
2282.51953	6.21094143
2325.58594	6.60235223
2368.65234	7.63426529
2411.71875	9.29669098
2454.78516	10.8925964
2497.85156	10.7909765
2540.91797	9.06577443
2583.98438	7.47912919
2627.05078	6.37777694
2670.11719	5.80607617
2713.18359	5.30942126
2756.25	4.95375023
2799.31641	4.81504829
2842.38281	4.88824436
2885.44922	5.13028382
2928.51562	5.32031099
2971.58203	5.87433544
3014.64844	7.07561615
3057.71484	8.47942463
3100.78125	9.01472907
3143.84766	7.97014342
3186.91406	6.56938483
3229.98047	5.45822413
3273.04688	4.75635291
3316.11328	4.24301581
3359.17969	3.79680944
3402.24609	3.52080626
3445.3125	3.37605073
3488.37891	3.36957195
3531.44531	3.32136416
3574.51172	3.35544877
3617.57812	3.83791992
3660.64453	4.57357615
3703.71094	5.10641745
3746.77734	4.76859141
3789.84375	3.92306259
3832.91016	3.23613766
3875.97656	2.80041245
3919.04297	2.55500641
3962.10938	2.32396769
4005.17578	2.18718331
4048.24219	2.12759911
4091.30859	2.16522298
4134.375	2.2425365
4177.44141	2.31712455
4220.50781	2.61568782
4263.57422	3.15878411
4306.64062	3.71636943
4349.70703	3.77268069
4392.77344	3.24679037
4435.83984	2.72739617
4478.90625	2.32697711
4521.97266	2.10633679
4565.03906	1.92591474
4608.10547	1.79532163
4651.17188	1.73360333
4694.23828	1.73456869
4737.30469	1.79926967
4780.37109	1.85126255
4823.4375	2.00134418
4866.50391	2.35014147
4909.57031	2.751218
4952.63672	2.94641924
4995.70312	2.66527105
5038.76953	2.24746687
5081.83594	1.89778586
5124.90234	1.67247974
5167.96875	1.51610747
5211.03516	1.37852904
5254.10156	1.29968067
5297.16797	1.26018432
5340.23438	1.270466
5383.30078	1.28779165
5426.36719	1.32942118
5469.43359	1.51053905
5512.5	1.7663266
5555.56641	1.96962565
5598.63281	1.87250234
5641.69922	1.5659552
5684.76562	1.30342516
5727.83203	1.10474062
5770.89844	0.974503595
5813.96484	0.865438994
5857.03125	0.795533393
