
	
43.0664062	0.0112722293	0.905628882
86.1328125	0.0114615147	0.911394053
129.199219	0.0162075184	0.974727737
172.265625	0.00700612737	1.19349163
215.332031	0.0259406492	1.35868622
258.398438	0.029087474	1.37540515
301.464844	0.0125722753	1.38037093
344.53125	0.0812099019	1.37445327
387.597656	0.0702140043	1.37927927
430.664062	0.206808194	1.37017851
473.730469	0.390556147	1.35773538
516.796875	0.943905174	1.32620538
559.863281	10.8040556	0.910356327
602.929688	39.954831	0.964751922
645.996094	33.5912546	0.952833569
689.0625	4.53670467	0.977231839
732.128906	1.14792862	1.32419222
775.195312	0.142939918	1.57403073
818.261719	0.203043473	1.78924783
861.328125	0.0779331589	1.87776057
904.394531	0.0465485367	1.89946661
947.460938	0.118842298	1.90299192
990.527344	0.115191076	1.91372862
1033.59375	0.112548693	1.89044557
1076.66016	0.450777758	1.73013585
1119.72656	1.02747832	1.5780125
1162.79297	5.14883952	1.17071251
1205.85938	44.0900113	0.967686226
1248.92578	61.3880452	1
1291.99219	19.6859664	0.922062227
1335.05859	3.30777003	1.35135167
1378.125	0.704158618	1.67431689
1421.19141	0.316919302	1.88308548
1464.25781	0.103909834	2
1507.32422	0.142945683	1.99189228
1550.39062	0.172460064	1.98646268
1593.45703	0.246312762	1.97238942
1636.52344	0.131806895	1.96515765
1679.58984	0.0960142566	1.81209756
1722.65625	1.15410093	1.49237064
1765.72266	1.64441138	1.39642612
1808.78906	23.3060488	0.931388556
1851.85547	52.147841	0.985284845
1894.92188	29.6916832	0.94327623
1937.98828	1.73038401	1.3904952
1981.05469	1.66460177	1.40380104
2024.12109	0.331024075	1.67178961
2067.1875	0.138452982	1.8247709
2110.25391	0.303322515	1.82286693
2153.32031	0.174109321	1.84341338
2196.38672	0.0693322453	1.85051855
2239.45312	0.272514215	1.82510562
2282.51953	0.257551663	1.74643663
2325.58594	1.20275193	1.46901908
2368.65234	2.2100465	1.27868721
2411.71875	9.71683058	0.906886914
2454.78516	41.0060678	0.965367757
2497.85156	39.5289937	0.962607703
2540.91797	6.16825308	0.900264223
2583.98438	3.08412002	1.19146509
2627.05078	0.463110099	1.52878433
2670.11719	0.0905604554	1.68822847
2713.18359	0.184048498	1.71846206
2756.25	0.142696414	1.72342815
2799.31641	0.293388404	1.70180889
2842.38281	0.0532703299	1.71746255
2885.44922	0.079877575	1.68055709
2928.51562	0.520530216	1.4902357
2971.58203	1.85375666	1.2222573
3014.64844	3.57539846	1.04288184
3057.71484	24.0631226	0.935732292
3100.78125	37.0525283	0.960019987
3143.84766	13.8495876	0.916622882
3186.91406	2.34604248	1.16022012
3229.98047	0.85047641	1.32450121
3273.04688	0.287526892	1.44088669
3316.11328	0.287140456	1.47837677
3359.17969	0.260322993	1.47451747
3402.24609	0.435771339	1.44850193
3445.3125	0.328254071	1.44564984
3488.37891	0.0781182703	1.45325394
3531.44531	0.202017242	1.34944783
3574.51172	1.09616334	1.12392535
3617.57812	1.75744385	1.01405376
3660.64453	8.22103814	0.910027966
3703.71094	20.5732117	0.933151291
3746.77734	13.6761747	0.920277958
3789.84375	1.15968434	1.06921549
3832.91016	0.866418075	1.09624515
3875.97656	0.0857680769	1.21238849
3919.04297	0.1364374	1.25125005
3962.10938	0.173905122	1.25336813
4005.17578	0.212864064	1.25075291
4048.24219	0.0672873857	1.26073964
4091.30859	0.0933232678	1.25095458
4134.375	0.147532171	1.21581557
4177.44141	0.34756721	1.12325496
4220.50781	0.965392265	1.01664611
4263.57422	2.7066684	0.901068497
4306.64062	12.6624264	0.91967653
4349.70703	14.1298036	0.922407673
4392.77344	3.01329735	0.901599204
4435.83984	1.55918716	0.959393553
4478.90625	0.376102287	1.09774391
4521.97266	0.197267026	1.15257339
4565.03906	0.169290869	1.1698637
4608.10547	0.283274947	1.15921871
4651.17188	0.248456981	1.16220988
4694.23828	0.120565079	1.17152921
4737.30469	0.0971678417	1.16418579
4780.37109	0.252853541	1.10314367
4823.4375	0.998976959	0.978470259
4866.50391	1.61455686	0.910129517
4909.57031	6.50366732	0.908982833
4952.63672	11.4293133	0.91820709
4995.70312	5.04184741	0.906260019
5038.76953	1.24460429	0.944778155
5081.83594	0.729440666	1.00074244
5124.90234	0.230177823	1.07365437
5167.96875	0.146074207	1.09879463
5211.03516	0.162899756	1.09636327
5254.10156	0.250377297	1.086116
5297.16797	0.147229303	1.09177305
5340.23438	0.172858338	1.08197615
5383.30078	0.0975352489	1.06570041
5426.36719	0.473353167	0.986118849
5469.43359	0.981946536	0.918693431
5512.5	2.70396181	0.902899138
5555.56641	7.37127764	0.911659888
5598.63281	5.59588806	0.908354125
5641.69922	0.723510738	0.941032785
5684.76562	0.593548528	0.95226045
5727.83203	0.127091554	1.00700161
5770.89844	0.00819588418	1.02979507
5813.96484	0.0371678372	1.0273061
5857.03125	0.0390236436	1.02671407
5900.09766	0.155280831	1.01187282
5943.16406	0.128356062	1.0098683
5986.23047	0.0981211148	1.00242953
6029.29688	0.18137679	0.966747889
6072.36328	0.507000925	0.913792131
6115.42969	0.822919381	0.900349025
6158.49609	3.08275451	0.904592853
6201.5625	3.86784776	0.906067638
6244.62891	1.03066115	0.900748402
6287.69531	0.573628318	0.905867959
